gene	number_of_transcripts
SLC34A3	3
MAP3K8	2
RPL36A	6
ESD	1
UBXN10	1
HARS2	1
ITSN2	3
POLR2H	1
SOX11	1
MAPK12	1
HSPA2	1
LARS	1
MUC16	1
SLC39A9	5
ASB8	1
ANKRD44	2
POC5	2
COMMD2	1
POGK	1
SNX18	3
CAPZB	2
MFAP3	3
MAN2A1	1
RALGPS1	4
PGA5	1
MARCH6	3
ZNF664-FAM101A	2
PARVA	1
ANKRD9	1
ORC5	2
NR1H2	2
SAR1B	2
RSRC2	1
FBXL7	1
ACPP	2
KHDC1	2
PRKAR2B	1
PCP4L1	1
FOLR2	4
GINS2	1
CDK2AP1	3
TMEM208	1
METTL2B	1
NPC2	1
EAPP	1
EBPL	1
NAA10	3
ZNF761	1
FCER1G	1
BCKDHA	2
NUDT8	2
LAMTOR3	2
TUBA3E	1
SMOX	5
SRRM2	1
C6orf89	1
MT1G	1
COX4I1	1
CENPV	1
RPS17L	2
MRPL35	2
KIFAP3	4
JAG2	2
NDUFAF7	2
SBSN	3
ANKRD33	2
C1QL2	1
CEMP1	1
ACTR3	1
RPS11	1
DNAJC8	1
C11orf68	2
TUBB4B	1
SPRR4	1
PPP1R3F	2
TMEM50B	1
FTL	1
PKIA	2
RPL37A	1
EIF5	2
BIN3	1
MAPK4	1
CLK1	2
GGT7	1
EIF4G1	7
BANF1	2
ZBTB17	2
SHISA2	1
SHC1	5
EEF1A2	1
KRT5	1
PEBP1	1
SPDYE2L	1
GPX4	3
PRKCDBP	1
FAM3C	2
ETV4	5
PSME2	1
HMGB1	1
SPANXB2	2
TFAP2D	1
SPACA3	1
GAB4	1
TAAR9	1
TBC1D28	1
FAM129C	2
FLJ45513	1
SSX1	1
IGSF22	1
MORN3	1
TREML4	1
LOC286238	1
TAAR6	1
ATP4B	1
C9orf89	1
NANOS2	1
ELAC2	3
FAM45A	1
C3orf52	2
PLEC	8
CKAP2L	1
RRP12	2
C9orf3	3
PSD3	2
FOXN3	2
NUDT12	1
HACE1	1
PTPRB	4
ZFP69	1
ZNF638	4
DDX53	1
MYT1L	1
ALDH1L1	3
C12orf77	1
C17orf82	1
CHRNA1	2
LTK	3
SYNJ2	2
CNGA4	1
HES7	2
INO80E	1
CAMK1	1
TNFRSF6B	1
CDCA5	1
RNF44	1
HERC2	1
FRMD6	4
PPIB	1
ZBTB21	3
USP15	3
HMGB2	3
ZNF704	1
ATXN1	2
DDHD2	3
GYPA	1
APP	10
ELMO1	4
DNAJC27	2
GIT2	6
KLF10	2
SEC23IP	1
GALM	1
NXPH2	1
DEPDC5	5
AGAP1	3
TBC1D22A	1
CDKN2D	2
ATP8A1	2
KCNAB3	1
FAM43A	1
XRN1	2
KIF1C	1
SLC2A4RG	1
TXN	2
LBR	2
GPR123	1
VEGFC	1
SYNPO	4
ZFR	1
ERCC8	1
UBXN6	2
SCN3A	3
SYNGR3	1
NISCH	3
ARHGAP6	3
TREM2	2
ZNF3	2
ACTL6A	3
SLU7	1
FHL1	8
TCP11	7
CNTLN	2
MTA3	1
SETBP1	2
NRN1L	1
PPM1H	1
TMPRSS7	1
PPP3CA	3
ZNF395	1
BFAR	1
SCYL3	2
STAP1	1
TH	3
BEST2	1
CASR	2
ROBO3	1
CCDC180	1
ASPN	2
SPTLC2	1
EPYC	1
ATP8B2	2
TRIM2	2
PAK1	2
SDK2	1
IRX5	2
SLC5A6	1
DCAF6	4
TTC23L	1
PDRG1	1
THAP4	2
PIAS3	1
ENPEP	1
API5	4
ZNF33A	2
PROSER2	1
F13B	1
ARRB2	6
SUPT20H	2
TTC38	1
SLC26A8	3
ESRRB	1
PHF10	2
MAN1A2	1
DCTN5	3
RBM15	2
ATAD1	1
CDK5RAP1	2
TADA1	1
CELF4	4
ERCC1	3
AP1AR	2
PRDM1	2
IREB2	1
MYOC	1
ALX4	1
IRF1	1
GBE1	1
LST1	6
TMEM38A	1
PRRC2A	2
NAA35	1
NOTCH4	1
AEN	1
GPHA2	1
CCDC112	2
SULT1C2	2
PTPN13	4
MRPS18C	1
OSBPL5	3
GLB1L2	1
HOXB7	1
CAST	3
TRIP13	2
TMEM182	1
ARFGAP2	2
ANKRD55	1
PATE4	1
ALDH1B1	1
DAPP1	1
SPHKAP	2
CYP4B1	2
SCRIB	2
ASPDH	2
DONSON	1
ZNF302	2
ATP6V0D2	1
LAMA3	4
MDGA2	2
TSC22D1	5
SLC22A2	1
TOP3B	1
TOP3B	3
TBRG1	1
ITGA11	1
PTPN3	6
TWF2	1
OSGIN2	2
MANF	1
FOXC2	1
LYG2	1
MEX3D	2
DBNL	3
GCC2	1
RBPMS2	1
ANAPC1	1
CRISPLD1	1
SCN8A	2
PREP	1
CD74	3
POLR2F	1
NFATC3	3
TMEM221	1
HAUS1	1
FAM216A	1
CCDC67	1
TPGS2	9
SYT13	2
SCN1B	2
MLH3	2
CLU	1
PNCK	2
NFAM1	1
SET	4
SYNE4	1
LMO4	1
VBP1	1
CLCN2	4
FAM19A5	2
ITGAV	3
HRC	1
SLC15A1	1
POLR3A	1
PIEZO2	1
AMBP	1
KIFC1	1
CHCHD7	6
TRIM13	4
BICD2	2
ZNF516	1
CLOCK	2
SYTL3	4
GRIN2C	1
PHACTR1	2
MCMDC2	3
EPHB4	1
POLG2	1
PRKAA2	1
PTPN21	1
NBEAL2	1
STAT5A	1
C17orf53	2
CYCS	1
FNDC9	1
CNIH2	1
CREB5	4
KRTAP4-1	1
NPRL2	1
NKRF	3
ARHGAP9	3
CCDC63	1
GTPBP6	1
GGT5	3
C18orf42	1
AQP12B	1
SLC6A12	4
ACADVL	4
PTRF	1
RNFT2	2
ATP10D	1
ARSG	2
POLR2M	6
HIST1H2BK	1
TMSB4X	1
TNFAIP6	1
NDRG3	2
BUD13	2
NAAA	2
PSMC2	2
KCNIP3	2
ASAP3	2
NECAP2	3
PIGT	4
FCRL2	1
PPA1	1
EPB41L1	5
CACNA1E	3
PLA1A	3
TP53	15
RIOK1	2
CCDC97	1
GLOD5	1
AARD	1
TMEM255A	3
STX2	2
RPLP2	1
HPS5	3
IFIT2	1
XBP1	2
ANKZF1	2
C1orf168	1
FBLN7	2
CDC25A	2
FAM73A	2
TMEM258	1
SMO	1
RPAP3	3
BRD7	2
SPIB	4
MYCL1	3
PTPDC1	4
CORO7	4
PEX2	4
MDGA1	1
CYP17A1	1
SMCO4	1
SUN1	5
IGFBP2	1
GPS2	1
RPL34	2
TFPI2	3
ABLIM1	4
PDZD7	2
TGM4	1
HADH	2
TNS4	1
APLNR	1
ERLEC1	3
C15orf61	1
REXO4	1
SLC29A3	2
RPS19	1
FBXO25	3
MT1H	1
WDR19	1
ATP5S	3
POLI	1
ZNF705A	1
NCAPD3	1
PPIL2	3
TM7SF3	1
ANKRD13D	1
TALDO1	1
SLAMF8	1
IMPAD1	1
MEGF10	2
GDPD2	4
MCM7	2
SLC27A3	1
STARD6	1
HDAC5	2
PLEKHO1	1
DNAJC15	1
TAF7	1
EPS8L1	2
NR1H3	5
SLC48A1	1
GINM1	1
NLGN3	3
PRR14L	1
ACVR1B	3
SGCB	1
TCTN3	2
BCAT1	5
ZNF544	1
SDS	1
SBSPON	1
CLDN1	1
FAM19A3	2
SCN9A	1
NIT2	1
C17orf78	1
C19orf21	1
NLGN4Y	3
EMC1	4
TMPRSS2	2
PLTP	4
GPR180	1
MRI1	2
VPS13D	2
ERMAP	2
INTS6	3
AEBP1	1
PCDH12	1
RBM5	1
SUPT4H1	1
GTSE1	1
DYRK4	1
FAM96A	2
ZNF584	1
LDLRAD1	5
MYO1B	3
SH2D3A	1
SLC9A5	1
ZNF766	1
LAMB2	1
CYP4X1	1
CPT1B	7
LAMTOR5	1
CASZ1	2
SAMD7	1
TMEM177	3
KIAA0247	1
ZXDC	2
PANX2	2
RCAN2	3
UBN1	2
TP53RK	1
ZNF524	1
CUL5	1
DYNC1I1	3
ARHGAP32	2
TRIM27	1
ZNF789	2
RETSAT	1
SPG20	4
GSC	1
FAM161A	2
SDHA	1
CMTM7	2
KCNAB2	6
SAMD3	2
APOBEC3H	4
LCN12	1
TIMM9	1
TMX3	1
C19orf38	1
CLIC4	1
ZNF473	2
DDX1	1
PSMD7	1
TRIQK	7
PTPN20A	10
DPH5	3
CEBPD	1
PKN2	1
VWF	1
S100PBP	2
RGS18	1
MYH3	1
SLC9A3R2	5
FCN1	1
TTYH3	1
BAG6	6
SEPT9	7
ARG1	2
YIPF3	1
ITGA4	1
LIPJ	1
PON3	1
TP53BP1	3
PAGE4	1
ADM	1
POLR2L	1
MAGEA6	2
LRRC10B	1
APOBEC3C	1
ENTPD3	1
GFRA2	3
LYPD2	1
ACAD11	1
TRIM41	2
VAX1	2
ABHD12	2
TSPAN7	1
B3GNT8	1
TICRR	1
SMTNL2	2
JPH2	2
AHNAK2	1
PIBF1	1
XAF1	2
WIZ	1
CILP	1
ABCC6	2
NOL8	2
MSANTD1	1
S100A7A	1
RSPH10B	1
IRS2	1
CDO1	1
CHST14	1
FXYD1	2
TBXA2R	2
LHX9	2
SLC6A9	4
MRPL38	1
MSC	1
PGP	1
TBC1D8	1
AURKB	2
C1orf100	3
ZSCAN20	1
TERF1	2
LOC100288966	1
PFN4	1
HAUS4	3
RNF10	1
MTMR8	1
HIST1H3E	1
GLB1	5
CD53	2
ALG13	12
C8orf59	4
REV1	2
THUMPD3	2
ARHGEF15	2
LOC402160	1
PURA	1
CD28	3
GBA2	1
MROH1	3
ZNF385C	1
DPYS	1
HEPACAM2	2
TRAPPC11	2
GPR65	1
SREBF2	1
TEX38	1
CEP63	4
VRK3	2
PSMD11	2
MYBPHL	2
MINK1	4
ADCY4	3
TXNRD2	1
ARHGEF10L	2
TCERG1	2
IFITM5	1
MBTPS2	1
C1orf112	1
SLC22A5	1
TNFRSF21	1
SLCO5A1	3
COL3A1	1
DCAF15	1
KDM5B	1
SYNJ2BP	1
MYOM2	1
FHL2	4
GRPEL1	1
LHX1	1
SH3RF2	1
USP8	3
SETD8	1
VPS45	1
FAM184A	2
PDCD5	1
NPEPPS	1
SRPK1	1
SLC6A1	1
DCP2	2
PAXIP1	1
CACHD1	1
ERMN	2
SOD1	1
TTC21A	2
CXorf65	1
SLC4A1	1
DDX11	5
CEP250	1
SNX19	1
CKAP2	2
UBASH3B	1
EZH2	5
NCEH1	4
TOR2A	7
MCM6	1
CEP97	1
PPHLN1	8
LOC154872	1
TRAF6	2
PHF12	2
LMTK2	1
BPTF	2
SLC9A8	2
VSNL1	1
TLE4	1
ESRRG	16
ARHGAP24	3
CYLC1	2
SPATA16	1
MST4	3
NUP37	1
C6orf132	1
GPBP1	4
MMS22L	1
PALM3	1
FGGY	3
PFKFB1	3
GAREM	2
IQCF6	1
TPMT	1
GPC6	1
IFT52	1
PREPL	7
GRB2	2
RABL3	1
ENTPD4	2
PPP1R12B	6
PILRA	3
AFF3	2
RPAP2	1
VSTM1	1
CLPTM1	1
KCNK5	1
ARL9	1
EGLN1	1
ZAK	2
C9orf135	1
CTDSP1	3
SDHC	4
MNS1	1
SPP2	1
DHX35	2
SLC5A8	1
KHDRBS3	1
VMP1	1
BOLA2	1
LAGE3	1
GJD3	1
PALB2	1
TMEM117	1
CLPTM1L	1
ISL2	1
CMC1	1
RPL36AL	1
PDZK1	3
HMX2	1
KIF13B	1
ACOT8	1
CGGBP1	3
RSPO2	1
ILDR2	1
COL19A1	1
LEMD2	2
CNOT10	3
ORC2	1
PXDNL	1
REM2	1
SLC1A1	1
MED17	1
PLB1	2
TRIB1	1
GATSL3	1
ATP8A2	1
ACOX2	1
MEMO1	2
RSPO4	2
ALS2CR8	2
METAP2	1
ZNF420	1
PTGER3	7
GRIN2D	1
ZNF84	2
RHOBTB3	1
INO80D	1
ACADM	2
MSH6	1
VAC14	1
TLK2	2
OAF	1
DEPDC1	2
IL15RA	4
KIAA1551	1
BTLA	2
DDX51	1
DNAJA1	1
FAM71F2	2
SOBP	1
KRTAP5-8	1
GTF2E1	1
KCNQ5	5
FMO3	2
LGALS1	1
LURAP1L	1
APOH	1
C2orf81	1
TMEM206	2
RPS6KA3	1
ZNF284	1
CDK18	3
IARS	2
ARNTL2	5
FPR3	1
PLEKHB1	5
HNRPLL	2
SNW1	1
SYN2	2
CCDC25	1
PER1	1
LRRC73	2
SERPINI2	2
CD63	8
C17orf96	1
CXCL17	1
SOAT1	3
TRA2A	1
ABHD4	1
RRM1	1
PDE3B	1
GSK3B	2
ZNF879	1
CR2	2
E2F5	3
PTPN9	1
OSTC	3
PUS7L	4
C4orf29	1
TTLL7	1
COL5A2	1
PRSS12	1
IL20RA	1
KIAA1217	3
CNIH4	1
SEC22C	4
KHDRBS1	2
MYBL1	2
ASB13	1
C1orf35	1
GTF3A	1
CTNNA1	1
DYNLT1	1
WSB1	2
SLC37A3	2
CYP20A1	1
TMEM202	1
SLC38A4	2
CPD	2
PTPRD	6
WTAP	6
ITFG2	1
CAPZA2	1
MAK	3
CARD8	6
LDHB	2
KLHL14	1
ZFAT	5
RNF32	3
LCORL	2
CLEC5A	1
ZMYND8	3
DIS3L	2
TRPV3	2
PSMA6	1
DHX36	2
MAP7D3	3
ZSCAN25	1
GSTA1	1
PSMG3	2
FAM107B	1
RPP14	2
PXN	4
TGFBRAP1	2
ERBB2	2
TCEA3	1
FAM177A1	2
PFDN6	4
APC2	1
DYNLT3	1
CD47	2
RABL2A	2
OAZ1	1
PTGDS	1
GPRC5C	2
YIF1A	1
LEPREL4	1
C4orf48	2
RPL14	2
GUCA1B	1
PCNX	1
TMSB10	1
RPS13	1
TRAPPC2P1	1
ARAF	3
TMEM198	1
CDR1	1
NCOA2	1
RAI2	4
CGB	1
ACOT2	1
SLC46A1	2
C5orf55	1
NXPE2	1
OR2D3	1
OR10AD1	1
JKAMP	2
EIF3L	2
GPR139	1
OR4D2	1
OR7D4	1
NLRP13	1
NLRP8	1
RINL	2
C1orf194	1
OR2B11	1
C1orf226	2
REG3G	3
SPANXN3	1
ERAS	1
CNGA2	1
MAGEB10	1
DCAF8L1	1
OTUD6A	1
FAM178A	3
OR52B4	1
OR10A5	1
HNRNPA1L2	2
HAPLN3	1
MESP1	1
PHGR1	1
SLC22A31	1
SLFN12L	1
ZNF534	2
GTSF1L	2
RIMBP3C	1
TTC30B	1
SLC9A4	1
GDF7	1
CYP8B1	1
APIP	1
TCEAL6	1
ZNF497	2
TTC24	1
XIRP1	2
TIMM8A	2
SIGLEC8	1
RHOV	1
GGN	1
LCE4A	1
GJA5	2
ASTL	1
NSUN3	1
HTR3D	3
SLC16A13	1
HGC6.3	1
OR8G1	1
FAM181B	1
RFPL4B	1
MUC21	1
SMG6	3
PIWIL3	2
EIF4E1B	1
TMEM244	1
NEK8	1
ANKK1	1
PODNL1	3
SLC7A2	3
GPX6	1
KLHL34	1
NGFRAP1	3
ANKRD1	1
TRIM49B	1
TMEM80	4
OR10A4	1
H3F3C	1
LRRC10	1
C14orf177	1
C15orf53	1
FADS6	1
USP6	1
SRCIN1	1
GSDMA	1
PAPL	1
FAM71E1	1
KLK9	1
MBD3L3	1
LRIG2	1
SLC35A3	3
VWA1	2
PWP2	1
PPP6R2	4
ADM2	2
RGPD4	1
HTR3E	5
IRAK2	1
BRD9	2
PRSS1	1
ISCA1	1
KIAA0947	1
C9orf106	1
FOXD4L3	1
RAB40AL	1
GRM8	2
NRBF2	1
OBP2B	1
HBA1	1
NLRP10	1
NLRP14	1
KCNK18	1
FAM21B	1
FOXI2	1
BSX	1
OR8D4	1
OR5AP2	1
TMEM119	1
SLCO1B1	1
VSX2	1
SSTR5	2
CCL4L2	1
CPLX4	1
RPSA	2
EFNA4	3
RXFP4	1
INPP5B	1
RHD	2
OR14I1	1
HOXD12	1
ELMOD2	1
TMPRSS11A	2
KATNA1	2
IGFBP3	2
CTAGE15	1
TMEM229A	1
KLHL38	1
POU5F1B	1
PABPC1L2A	1
LRIT2	1
EBLN1	1
SPDYC	1
CCR5	2
ACSM4	1
RNASE10	1
LRR1	2
SKOR1	1
LOC643802	1
VSTM2B	1
LEUTX	1
OR10R2	1
BARHL2	1
ARHGAP40	1
TGM6	2
EVX2	1
GPR148	1
MMAA	1
C4orf51	1
SLC10A6	1
AMTN	1
SEPT14	1
NRG1	17
GPR144	1
ITIH6	1
DGAT2L6	1
OTOP3	2
LDB1	2
TBX10	1
TRIM64	1
VPS35	1
USF2	2
ZNF689	1
CCL3L3	1
TBC1D3C	2
PPP1R27	1
POTEC	1
FRRS1	1
HFM1	1
TMEM82	1
ZIK1	1
TTLL10	2
PRAMEF1	1
LOC388849	1
C2orf48	1
ZNF518B	1
B4GALT7	1
SPATA31A6	1
AQP7	1
NSMF	5
VIM	1
CEACAM16	1
KIAA0319L	1
C1orf229	1
RNF220	1
NKX2-4	1
C2orf78	1
MPO	1
NFKBIE	1
PABPC3	1
GLRX2	3
CPXCR1	2
DNAJC28	2
PPP1R3A	1
C19orf73	1
MBD5	1
DDX28	1
TEX15	1
CCDC177	1
C3orf37	2
PTGIR	1
POPDC3	1
SRD5A2	1
XCL2	1
C1S	2
DSE	3
UCK2	1
RNF113A	1
MRP63	1
ZNF329	1
INTS5	1
SLC35G5	1
SNX29	1
UTF1	1
TRIM52	1
FAM86B2	1
IFITM1	1
RGS8	2
KIAA1731	1
CBLN1	1
HCAR3	1
CCK	2
BAIAP3	5
LOC729020	1
ZNF835	1
CABP1	3
ISG15	1
KIAA0391	5
USP3	2
PPP1R3B	2
PDGFRL	1
PDCD7	1
UTP14A	2
IGDCC4	1
R3HCC1	1
NEFM	2
FUT10	1
ANP32A	1
SCAMP2	1
PPCDC	1
XKR9	1
ZFHX4	1
SCAPER	2
RASGRF1	3
MTHFS	3
ARNT2	1
ABHD17C	1
KIAA1199	1
IL16	3
AZIN1	2
EFTUD1	2
FAM154B	1
GOLGA6L10	1
BTBD1	2
BNC1	1
ADAMTSL3	1
FAM91A1	1
ALPK3	1
SLC28A1	2
AKAP13	3
ISG20	1
RHCG	1
ZNF710	1
CYHR1	3
LRRC14	2
C1orf101	3
ALDH1A3	1
WASH3P	1
MPG	3
RAB40C	5
WDR24	1
CACNA1H	2
CLCN7	2
TMEM204	2
PDPK1	3
PRSS22	1
CREBBP	2
DNAJA3	2
VPS13A	4
ROGDI	1
RBFOX1	6
WDR91	1
IPPK	1
PTMA	2
LITAF	3
CPPED1	2
RRN3	1
MYH11	4
PHF19	2
NOMO2	3
SMG1	1
MCM4	2
IQCK	1
SH3GLB2	1
AKR1C1	1
POLR3E	5
SETX	1
GGA2	1
PRKCB	2
KIAA0556	1
XPO6	2
ATXN2L	6
SULT1A3	1
TMEM219	2
HSD3B7	3
GAGE2C	4
ZNF267	2
GPT2	2
SPIN2A	1
TOX3	2
SOGA1	2
LPCAT2	1
IRS4	1
RSPRY1	1
CNOT1	3
FAM127B	2
CT45A1	1
CT45A1	3
MAGEA9B	1
NAE1	3
CBFB	2
TRADD	1
LRRC29	2
G6PD	2
ZFP90	1
CDH1	1
CIRH1A	1
SNTB2	1
CYB5B	1
EIF1AY	1
IL34	3
HYDIN	4
AP1G1	2
FA2H	1
CFDP1	1
GABARAPL2	1
CNTNAP4	2
VAT1L	1
MSRB2	1
WWOX	3
AGMAT	1
SLC38A8	1
ZDHHC7	2
GSE1	2
C16orf74	1
BANP	7
TRAPPC2L	1
ACSF3	3
CPNE7	2
SPIRE2	1
NENF	1
VPS53	2
CRK	2
RPA1	1
SRR	1
CCSER2	1
FAM213B	6
SCIMP	2
RPAIN	5
TEKT1	1
GAS7	4
TMEM220	1
HS3ST3A1	1
COX10	1
TTC19	2
NCOR1	3
MPRIP	2
NPHP4	1
TOM1L2	2
MYO15A	1
EVPLL	1
LGALS9C	1
SLC5A10	4
B9D1	3
USP22	1
TNFRSF25	6
PIGS	1
PIPOX	1
MYO18A	2
NUFIP2	1
DNAJC11	1
NSRP1	2
GOSR1	3
ZNF22	1
COPRS	1
SUZ12	1
SLFN13	1
DHRS11	1
GPR179	1
FBXL20	2
PGAP3	1
MED24	3
IGFBP4	1
FKBP10	1
SLC45A1	1
RERE	3
KAT2A	1
STAT3	3
ATP6V0A1	3
DHX8	1
GPATCH8	1
DCAKD	2
GOSR2	3
CDC27	2
MYL4	2
EFCAB13	2
OSBPL7	1
HOXB9	1
ZNF652	2
SGCA	2
XYLT2	1
ABCC3	2
ANKRD40	1
SPAG9	4
NME2	8
CA10	3
MMD	1
AKAP1	3
H6PD	1
VEZF1	1
SKA2	2
YPEL2	1
TUBD1	6
RPS6KB1	5
CTNNBIP1	2
FTSJ3	1
MRTO4	1
DLG4	2
NOL11	1
WIPI1	1
MAP2K6	1
KCNJ16	3
PGD	1
ACOX1	3
RHBDF2	2
SEC14L1	7
SYNGR2	1
USP36	1
NPLOC4	1
P4HB	1
TBCD	1
USP14	2
FBXO6	1
COLEC12	1
AGTRAP	5
MYOM1	2
MYL12B	3
NDUFV2	1
ANKRD12	3
NAPG	1
PSMG2	2
AADACL3	2
ESCO1	1
SNRPD1	1
C18orf8	2
PSMA8	3
CDH2	1
ASXL3	1
INO80C	2
RPRD1A	1
PIK3C3	1
RIT2	2
ST8SIA5	1
HDHD2	1
SMAD7	4
LIPG	1
MEX3C	1
WDR7	2
NARS	1
LMAN1	1
TMEM51	4
KIAA1468	1
PHLPP1	1
EFHD2	1
NETO1	3
CYB5A	3
C18orf63	1
ZADH2	1
ATP9B	1
CTDP1	3
TXNL4A	1
PPAP2C	3
GZMM	2
HMHA1	2
HMHA1	1
ABHD17A	2
BTBD2	1
NME6	1
TMPRSS9	1
APBA3	1
MAP2K2	1
SEMA6B	1
TNFAIP8L1	2
C19orf10	1
RFX2	2
ACSBG2	1
INSR	2
ARHGEF18	2
FCER2	3
TIMM44	1
HNRNPM	2
PRAM1	1
MYO1F	1
ZNF317	2
PIN1	1
ICAM5	1
KEAP1	2
ILF3	5
SDHB	1
ZNF653	1
CNN1	1
ASNA1	1
ZSWIM4	1
CD97	3
PKN1	2
OR7C1	1
CASP14	1
FGFBP3	1
NR2F6	1
DDA1	1
PGLS	1
MAST3	1
PBX4	1
ZNF708	1
PLEKHF1	1
URI1	2
RHPN2	1
GPATCH1	1
GPI	2
LSR	5
LSR	1
CLIP3	2
IFFO2	1
MINOS1	4
RYR1	2
SIRT2	3
PAF1	2
MAP3K10	1
LTBP4	3
SNRPA	1
PLA2G2A	4
CEACAM6	1
GSK3A	1
PAFAH1B3	3
PSG8	3
PLAUR	3
SMG9	1
ZNF233	2
CBLC	2
CDA	1
CLASRP	1
GEMIN7	3
TRAPPC6A	4
PPP1R13L	2
OPA3	2
PRKD2	4
BBC3	4
EIF4G3	4
SNRNP70	1
TRPM4	2
AP2A1	2
MYH14	3
KCNC3	1
JOSD2	4
PPP2R1A	1
ZNF83	1
ZNF468	1
ZNF347	3
MBOAT7	4
IL11	2
ISOC2	3
KCNJ13	3
ZNF749	1
TRIM28	1
USP48	2
TPO	6
NBPF1	1
MBOAT2	1
CDC42	3
ITGB1BP1	2
ODC1	1
GREB1	3
LPIN1	4
TRIB2	1
C1QC	2
NBAS	1
FAM49A	1
GEN1	2
LAPTM4A	1
PUM2	1
ATAD2B	2
KPNA4	1
ADCY3	1
RAB10	1
SLC30A3	1
TRMT61B	1
LCLAT1	2
GALNT14	3
CAPN14	1
SPAST	2
YIPF4	1
TTC27	2
FAM98A	1
DHX57	1
THUMPD2	1
SLC8A1	5
CAMKMT	1
EPAS1	1
PIGF	2
SOCS5	2
CALM2	1
FOXN2	1
LHCGR	1
KIAA1841	2
PDPN	4
C10orf137	2
COMMD1	1
PDIK1L	3
PLEK	1
AAK1	1
MXD1	3
MXD1	2
STK32C	1
STAMBP	3
DGUOK	2
MTHFD2	1
LOXL3	1
POLE4	1
SLC9A1	1
TRABD2A	2
WDTC1	2
TMEM222	1
SYTL1	2
RNF103	3
WASF2	2
KRCC1	1
RPIA	1
AHDC1	1
PROM2	3
STARD7	1
FAM76A	5
TMEM131	1
INPP4A	4
KIAA1211L	1
PDCL3	1
RPL31	3
IL18R1	1
SESN2	1
SEPT10	2
RGPD5	2
BUB1	1
BCL2L11	18
ZSCAN4	1
ZNF134	1
RCC1	4
PAX8	4
TSC22D4	1
PTPN4	1
RALB	1
CLASP1	4
ERCC3	1
IWS1	1
LIMS2	5
MZT2B	1
ARHGEF4	2
PLEKHB2	9
SRSF4	1
OR51E1	1
KYNU	3
ACVR2A	1
ARL5A	3
NKAIN1	1
GALNT13	1
ACVR1	2
BAZ2B	1
ITGB6	1
RBMS1	2
PEF1	1
COBLL1	1
PTP4A2	3
CSRNP3	2
PPIG	1
METTL5	1
KPNA6	1
SLC25A12	1
LCK	2
PDK1	1
RAPGEF4	2
CDCA7	2
SCRN3	2
MTX2	1
UBE2E3	2
CALCRL	2
GULP1	3
DIRC1	1
AK2	3
GTF3C3	2
TLN1	1
C2orf69	1
ALS2	2
NOP58	1
BMPR2	1
FAM117B	1
ABI2	1
RAPH1	2
NRP2	6
NDUFS1	5
CCNYL1	2
ZMYM1	1
ACADL	1
TNS1	1
BCS1L	5
RNF25	1
STK36	2
TTLL4	1
PSMB2	3
FARSB	1
IRS1	1
RHBDD1	2
MFF	9
ARMC9	2
NMUR1	1
DGKD	2
PRRG4	1
CXCR7	1
STK40	1
LRRFIP1	5
RAMP1	1
UBE2F	1
CAPRIN1	2
SNED1	1
HDLBP	3
DTYMK	2
PSMF1	2
FKBP1A	3
EBF4	1
DDRGK1	1
MTF1	1
PRNP	6
TMEM230	4
UTP11L	1
FERMT1	1
PLCB4	3
MKKS	2
NDUFAF5	2
RRBP1	2
ZNF133	2
DZANK1	1
POLR3F	1
RIN2	2
RALGAPA2	1
APMAP	1
POFUT1	2
MAPRE1	1
BPIFB3	1
CHMP4B	1
MACF1	1
OXCT2	1
PLAC4	1
BMP8A	1
ERGIC3	2
ROMO1	1
HEYL	1
TLDC2	1
BLCAP	5
CTNNBL1	1
KIAA1755	1
TOP1	1
PKIG	3
STK4	1
DNTTIP1	1
SNX21	4
PCIF1	1
CD40	2
CDH22	1
EYA2	2
KCNQ4	2
ZFP64	4
CTPS1	1
MYRF	2
TSHZ2	2
CASS4	4
TFAP2C	1
BMP7	1
ZNF831	1
PHACTR3	5
CDH4	3
SCGB1D4	1
OSBPL2	2
LAMA5	1
GMEB2	1
TPD52L2	10
SAMSN1	2
BTG3	2
NCAM2	1
GABPA	2
YBX1	1
URB1	1
SYNJ1	4
GART	4
CLIC6	1
SLC2A1	1
OTUB1	1
ERG	7
PSMG1	3
SH3BGR	2
FAM3B	2
PRDM15	2
C2CD2	2
UBASH3A	3
PDE9A	20
NDUFV3	2
KRTAP10-7	1
KRTAP10-9	1
KRTAP10-10	1
SUMO3	1
PTTG1IP	1
ADARB1	4
PCBP3	2
COL6A1	1
YBEY	2
PCNT	1
DGCR6	1
HIRA	1
UFD1L	2
CDC45	3
TANGO2	1
SCARF2	2
SERPIND1	1
SPECC1L	4
SGSM1	4
HPS4	2
MTMR3	3
AKR1A1	4
LIMK2	3
C22orf28	1
LARGE	2
TOM1	4
RASD2	1
APOL3	3
APOL2	2
MYH9	1
NCF4	2
TST	2
IL2RB	1
BAIAP2L2	1
CSNK1E	2
ENTHD1	1
SGSM3	1
SEMA4B	2
SLC25A17	1
RBX1	1
TOB2	1
PHF5A	1
CCDC134	1
TCF20	2
BIK	1
PARVB	4
NUP50	2
RIBC2	1
ATXN10	2
GRAMD4	1
ZBED4	1
SETMAR	3
FAM168A	1
BEND5	1
LMCD1	1
MTMR14	3
COA4	1
EMC3	1
TATDN2	1
TAMM41	1
TMEM40	1
IQSEC1	2
NUP210	1
XPC	2
ZFYVE20	1
TBC1D5	3
KCNH8	1
RAB5A	1
UBE2E2	1
TOP2B	1
STT3B	1
